|·█··················█····█····█·········█·█··················| 10cc67a9 0.636
|·█··█·········█·············█·········█······█···············| b5850684 0.750
|█·█············█·····█·············█··········█··█·█·····█···| bcf1d3b9 0.832
|█·█············█·····█·············█··········█··█·█·····█···| 011c8e50 0.840
|····█······························█··█······················| 3eabbc59 0.714
|···█·····█·█····█··█·····························█···········| f2ef7ce2 0.877
|·······█··█···········█··█···········██·······█·············█| 013917c0 0.827
|···············█·····················█·······█····█····█····█| 30e4936d 0.852
|·█·············█···········█··········█·······█·············█| fc41c257 0.821
|···██······█···█···················█·██·█···██·········█·····| 0ef4dffb 0.837
|···█·····█·█····█··█·····························█···········| 27418d6a 0.856
|······································█······················| 6832677f 0.690
|·█··█·········█·············█·········█······█···············| 2736462e 0.727
|·················█·················█··█······················| b7e4ed9b 0.703
|···············█·····················█·······█····█····█····█| e0e0771b 0.859
|···█·····█·█····█··█·····························█···········| 02ed78a2 0.848
|···············█·····················█·······█····█····█····█| 63b1a734 0.854
|···············█·····················█·······█····█····█····█| a6522592 0.874
|···██······█···█···················█·██·█···██·········█·····| c9c40761 0.841
|···············█······················█······················| 5c51baf6 0.693
|·················█···················██····················█·| 1227fe67 0.745
|···██······█···█···················█·██·█···██·········█·····| 84baad8e 0.835
|····█··············█····█··········█·························| aaab94d9 0.733
|···██······█···█···················█·██·█···██·········█·····| 7210a105 0.842
|···············█·····················█·······█····█····█····█| 108efeea 0.859
|·······█··█···········█··█···········██·······█·············█| 805a4e06 0.814
|···············█······················█······················| cafc6485 0.690
|·······█··█···········█··█···········██·······█·············█| 0dc8b386 0.819
|····█··············█····█··········█·························| 912f9a81 0.743
|···············█·····················█·······█····█····█····█| 4a7a3dac 0.851
|···············█·····················█·······█····█····█····█| ce020a2e 0.856
|···············█·····················█·······█····█····█····█| dd25388d 0.858
|···············█······················█······················| 705e1a68 0.690 *
|█·█············█·····█·············█··········█··█·█·····█···| fa0a97e3 0.816
|·█·············█···········█··········█·······█·············█| 75337d34 0.822
|···············█·····················█·······█····█····█····█| 1c660857 0.856
|·······█··█···········█··█···········██·······█·············█| 8bdef8aa 0.807


|·█··█···███····███····················█······················| 95982614 0.708
|······································█······················| 6d5f07a6 0.706
|█·█············█·····█················█······················| 76eb0fbf 0.706
|····█··············█····█·········██·························| e5cab158 0.750
|·█··█····█·█····██·█·····························█···········| f73e2662 0.870
|·█··█····█·█····██·█·····························█···········| b7a9e35c 0.874
|·················█···█·············█··█······················| 1159ff1c 0.698
|···············█············█·········█······················| 5d85bb04 0.696
|····█··············█····█·········██·························| 2ae6c0ce 0.745
|···············█···················█·············█·█···█··█··| e1b31a69 0.835
|···██······█···█·····················██······█····█····█·····| 70899ef0 0.819
|···············█················█··█·██·█···██···········█···| 238f9a92 0.844
|···██······█···█·····················██······█····█····█·····| 64716951 0.824
|······································█······················| 6832677f 0.683
|···············█················█··█·██·█···██···········█···| e9fccf39 0.841
|···············█················█··█·██·█···██···········█···| fd87e5d7 0.838
|···············█······················█········█·············| 33c0106c 0.696
|····█··············█····█·········██·························| 7b0b61a4 0.729
|···············█······················█······················| 705e1a68 0.694
|················█····█·············█·························| 6ce5f388 0.741
|················█····█·············█·························| ee2dba0d 0.739
|···██······█···█·····················██······█····█····█·····| 07f4fee0 0.831
|···██······█···█·····················██······█····█····█·····| 6c27163b 0.816
|···············█···················█·············█·█···█··█··| 79fa6d08 0.820
|···············█······················█······················| 5c51baf6 0.687
|····█··············█····█·········██·························| d77456bb 0.739
|···██······█···█·····················██······█····█····█·····| 9f38f9d5 0.827
|···············█···················█·············█·█···█··█··| 7ba48f03 0.828
|···██······█···█·····················██······█····█····█·····| 07cdc911 0.819
|···············█················█··█·██·█···██···········█···| ea997ab3 0.837
|···█··········█·············█·········█······█···············| 5ae25908 0.705
|···············█······················█······················| cafc6485 0.688
|··········█····█······················█······················| 0900709e 0.688
|···············█······················█········█·············| e5206b3a 0.707
|···············█············█·········█······················| fc54508e 0.683
|···············█···················█·············█·█···█··█··| 14f76011 0.818
|···············█················█··█·██·█···██···········█···| 93516317 0.841
|····█··············█····█·········██·························| c1920cb8 0.734
|···██······█···█·····················██······█····█····█·····| 2e63fda8 0.821
|·······█··█···········█··█···········██·······█·············█| dbf1597d 0.788
|···············█················█··█·██·█···██···········█···| ea46fed7 0.839
|·················█···················██····················█·| 56b3f2eb 0.733
|···············█············█·········█······················| bc49ebb4 0.681 *
|····█··············█····█·········██·························| 9b10bbac 0.729
|···············█···················█·············█·█···█··█··| 29989bfd 0.824
|···██······█···█·····················██······█····█····█·····| 899968f9 0.818
|·█·············█···········█··········█·······█···········█·█| 40eb9070 0.825
|·······█··█···········█··█···········██·······█·············█| 1c2d1717 0.797
|···············█······················█······················| 2ed054ba 0.684
|···························································█·| 4e6a48b7 0.753
|···············█················█··█·██·█···██···········█···| 3d97f180 0.828
|···██······█···█·····················██······█····█····█·····| 38ef025d 0.804
|···············█···················█·············█·█···█··█··| 91a0aacc 0.779
|···██······█···█·····················██······█····█····█·····| 55e78c01 0.781


|···············█······················█······················| 0acb74c2 0.726
|···············█············█·········█······················| fc54508e 0.736
|·······█··█···········█··█·········█·························| d5b259a4 0.782
|·█·············█···█·······█········█·██·····················| 2e60546f 0.839
|················█····█·············█·············█·█···█··█··| 148900ff 0.888
|················█····█·············█·············█·█···█··█··| b72f2534 0.891
|·█············█·············█·········█······█···············| d194caa3 0.762
|···············█····█·················█······················| 40bca1fd 0.724
|·······█··█···········█··█·········█·························| de89c5d8 0.770
|·······█··█···········█··█·········█·························| 8ff33109 0.775
|······································█······················| 6832677f 0.720
|····█····█·█····██·█·····························█···········| f611a04f 0.881
|·······█··█···········█··█·········█·························| 71b54574 0.765
|·······█··█···········█··█·········█·························| 3f343525 0.771
|·······█··█···········█··█·········█·························| 60ab7afe 0.777
|·······█··█···········█··█·········█·························| da9c9638 0.767
|···············█······················█······················| 2ed054ba 0.713
|···············█···················█·██·█···██···········█···| 0f6825c8 0.888
|········█······█······················█······················| dee70acf 0.720
|·······█··█···········█··█·········█·························| 34670668 0.766
|···············█············█·········█······················| bc49ebb4 0.714
|······█········█···········█··········█···█··█···············| 7f7f920b 0.840
|·······█··█···········█··█·········█·························| 404c0458 0.763
|···············█···················█·██·█···██···········█···| 3142f679 0.889
|·······█··█···········█··█·········█·························| ca7bc21e 0.784
|·······█··█···········█··█·········█·························| dc57ec12 0.782
|·█············█·············█·········█······█···············| f87d3d01 0.797
|···························································█·| eb40695b 0.835
|····█··············█··█·█·········██··········█···········█·█| dfddbd47 0.946
|·······█··█···········█··█·········█·························| 63f2df15 0.767
|···············█······················█······················| 5c51baf6 0.709 *
|·······█··█···········█··█·········█·························| e46d055a 0.764
|···············█···················█·██·█···██···········█···| f0d93433 0.904
|················█····█·············█·············█·█···█··█··| 89c51d72 0.876
|················█····█·············█·············█·█···█··█··| cb6b4c81 0.875
|···██······█···█·················█···██······················| 2ace9bea 0.742
|·······█··█···········█··█·········█·························| 05f2a327 0.761
|··········█····█······················█······················| a0a5ded2 0.712
|···█···········█·····················██·······█·············█| 93caaa2b 0.846
|···············█······················█······················| 791febba 0.709
|···············█······················█······················| 62073199 0.709
|················█····█·············█·············█·█···█··█··| c0ba3cbf 0.876
|···█···········█·····················██·······█·············█| f457417e 0.846
|······█········█···········█··········█···█··█···············| 8f4c9ec8 0.840
|···█···········█·····················██·······█·············█| eb33069d 0.846
|······································█······················| a13e7d22 0.709
|················█····█·············█·············█·█···█··█··| 91813dc7 0.878
|····█····█·█····██·█·····························█···········| 7ca492ab 0.877
|·················█···················██····················█·| c68dc55f 0.774
|·█·············█···█·······█········█·██·····················| 7770c8ac 0.827
|·█·············█···█·······█········█·██·····················| c1644b3c 0.817
|·█············█·············█·········█······█···············| ae1d1420 0.733
|····█····█·█····██·█·····························█···········| 219100ca 0.844
|·······█··█···········█··█·········█·························| 979b72ba 0.731


|···············█······················█······················| 1f3893ad 0.680
|···············█······················█······················| f27a045e 0.684
|·····█·········█····█·█·····█································| 91597e23 0.727
|·······██··█············█···█····█···························| 909554df 0.732
|·······██··█············█···█····█···························| 6b93e3b2 0.736
|·················█··········█········██····················█·| c4a99c61 0.726
|···············█············█·········█······················| dee91589 0.669
|··········█····█······················█······················| a0a5ded2 0.677
|·······██··█············█···█····█···························| a5931566 0.716
|·····█·········█····█·█·····█································| 41abdf51 0.717
|·█··························█········██·█···██···········█···| e7b5562c 0.837
|·█···········█·····················█·············██··········| 320a8acd 0.903
|·······██··█············█···█····█···························| fbfc5a37 0.716
|·······██··█············█···█····█···························| 9f808a45 0.710
|·····█·········█····█·█·····█································| dc79314c 0.710
|·█··························█········██·█···██···········█···| a3e92edd 0.822
|····█····█·█····██·█···············█·············█·█···█··█··| 78c7c9de 0.824
|····█··········█···█··█·█·········██··········█·······█···█·█| 03a10ece 0.872
|······································█······················| a13e7d22 0.661
|···············█····█·················█······················| 29e332db 0.667
|·······██··█············█···█····█···························| 2b6474e9 0.710
|·······██··█············█···█····█···························| 664fd22b 0.706
|···█···········█···················█··█······█···············| 880ceef1 0.694
|·█··························█········██·█···██···········█···| e7cc895e 0.826
|·······██··█············█···█····█···························| 4b4d62d1 0.711
|·█·············█···█·······█····█···█·██·····················| 84205e2c 0.773
|·····█·········█····█·█·····█································| ad43717d 0.706
|·······██··█············█···█····█···························| 14c888d3 0.705
|·······██··█············█···█····█···························| a56a5faf 0.707
|·█···········█·····················█·············██··········| f9f6c91e 0.905
|·█··························█········██·█···██···········█···| 94e9603a 0.831
|·······██··█············█···█····█···························| c674e759 0.711
|····█····█·█····██·█···············█·············█·█···█··█··| 37677fc9 0.823
|·······██··█············█···█····█···························| f5fd432a 0.709
|····█····█·█····██·█···············█·············█·█···█··█··| cad9a0d3 0.821
|···············█······················█······················| 62073199 0.670
|·······██··█············█···█····█···························| cd9f4eea 0.710
|···█···········█···················█··█······█···············| 5293176b 0.697
|···█···········█···················█··█······█···············| 2fe07e45 0.693
|···············█······················█······················| 791febba 0.664
|····█····█·█····██·█···············█·············█·█···█··█··| 3d615bb9 0.816
|········█······█······················█······················| 38f35930 0.672
|···············█······················█······················| 0ef531d4 0.658
|················█····█···························█···········| 63a256f3 0.823
|····█····█·█····██·█···············█·············█·█···█··█··| e5fd60d7 0.824
|····█····█·█····██·█···············█·············█·█···█··█··| ea8a9b8b 0.821
|·█·············█···█·······█····█···█·██·····················| 27dbca05 0.769
|···························································█·| c2a1945b 0.736
|·····█·········█····█·█·····█································| 38844e65 0.714
|·······██··█············█···█····█···························| 27f1b8c0 0.706
|·······██··█············█···█····█···························| e8c0d070 0.701
|·█··························█········██·█···██···········█···| df51f456 0.826
|···············█······················█······················| 5c51baf6 0.636 *
|·······██··█············█···█····█···························| accede9e 0.656


|····█····█·█····██········█···········█······················| 8b1160e3 0.702
|···········································█·················| 03f89f8c 0.743
|···········································█·················| 64886deb 0.743
|········█······█···█······█········█··█······█·······█·······| 2bebb4e4 0.749
|········█······█···█······█········█··█······█·······█·······| 9c45720f 0.752
|·····█·········█····█·█·····█····························█···| 8ee4baa4 0.808
|···············█····█·········█·······█······················| 433a44ea 0.694
|···············█····█·········█·······█······················| 110b56b4 0.697
|·······██··█············█···█····█···························| 297634a5 0.749
|···············█······················█······················| 5c51baf6 0.700
|·······██··█············█···█········██·█···██···············| 23e26b75 0.776
|·····█·········█····█·█·····█····························█···| a38109c4 0.804
|···············█······················█······················| 0ef531d4 0.698
|·······██··█············█···█········██·█···██···············| 89abaf03 0.773
|···········································█·················| feec995c 0.746
|···········································█·················| 8ecf6565 0.743
|···············█·············································| 98196cc5 0.733
|·····█·········█····█·█·····█····························█···| e9cde5a3 0.795
|···············█······················█······················| 1b3430a8 0.686
|····█····█·█····██········█···········█······················| 859e427c 0.706
|···········································█·················| fedb50d8 0.737
|·····█····█····█······················█····················█·| 347eb838 0.745
|·█·······█···█·█··············█····█··█··········██·········█| ad03dd02 0.977
|····█··█················█····················█···············| b3123f78 0.765
|·······██··█············█···█········██·█···██···············| ae75b656 0.773
|···········································█·················| aff6470b 0.738
|···█···········█······█············█·············█·█···█··█··| 1c2658c5 0.861
|·····█·········█····█·█·····█····························█···| 1dbabd6d 0.793
|···········································█·················| 58ee62a5 0.729
|·······██··█············█···█········██·█···██···············| cdc9287a 0.768
|···············█······················█······················| 791febba 0.710
|·················█··········█········██····················█·| 2da4c250 0.766
|···█···········█······█············█·············█·█···█··█··| ce37191b 0.880
|·█·······█···█·█··············█····█··█··········██·········█| 04178386 1.000
|·····█·········█····█·█·····█····························█···| faa70f41 0.811
|·█·······█···█·█··············█····█··█··········██·········█| a931552e 0.995
|·······██··█············█···█····█···························| accede9e 0.741
|···█···········█······█············█·············█·█···█··█··| 6a2f2c24 0.866
|·······██··█············█···█········██·█···██···············| 3cda3fe2 0.764
|·█·····█···········································█·········| 5d4249ac 0.777
|·█·····█···········································█·········| bbac5ecc 0.773
|···············█·············································| 4b70d4e8 0.724
|···········································█·················| 0783b4b6 0.733
|···█···········█······█············█·············█·█···█··█··| a5f72a9d 0.862
|········█······█···█······█········█··█······█·······█·······| b9bff4f9 0.740
|····█··█················█····················█···············| df2bef71 0.762
|·····█·········█····█·█·····█····························█···| 53c65aaf 0.792
|···········································█·················| a31aafdf 0.732
|······································█······················| a13e7d22 0.683 *
|···········································█·················| d8aa97de 0.730
|·····█·········█····█·█·····█····························█···| 2e663536 0.781
|···█···········█······█············█·············█·█···█··█··| d23bd01e 0.842
|·····█·········█····█·█·····█····························█···| 00969fd4 0.769
|·█·······█···█·█··············█····█··█··········██·········█| 44c1ba44 0.937


|···············█······················█······················| 0565e37e 0.674
|····█·························█·······█······················| c091fa20 0.675
|····█·························█·······█······················| e7d9d5aa 0.679
|·······██··█············█···█····█···························| fa14f3a0 0.732
|·····█···█·······█·········································██| 3b0455b2 0.921
|·····█···█·······█·········································██| 7339761e 0.923
|····█·························█·······█······················| 90cabf92 0.660
|··························█·····█·█························█·| 9765c405 0.749
|·········█·····██·····███·····█··█·········█··············█··| d6c70062 0.792
|·█···············█··········█········██···········█···█·····█| d0f5b68e 0.828
|···············█······················█······················| 1b3430a8 0.662
|·········█·····██·····███·····█··█·········█··············█··| 573c0a85 0.784
|···············█····█·········█·······█······················| 110b56b4 0.663
|·█···············█··········█········██···········█···█·····█| b306f321 0.824
|····█·························█·······█······················| 46031074 0.669
|···█···········█······█············█·············██·········█| 24138485 0.997
|···█···········█······█············█·············██·········█| c112e229 0.987
|·····█···█·······█·········································██| bdd9ed44 0.906
|···············█······················█······················| 0ef531d4 0.657
|·····█···█·······█·········································██| 9ec87f2c 0.905
|···█···········█······█············█·············██·········█| 91a2abb1 0.997
|·········█·····██·····███·····█··█·········█··············█··| b2f80020 0.794
|···█···········█······█············█·············██·········█| 6f156653 0.990
|·····█···█·······█·········································██| c4ab5141 0.916
|······································█······················| a13e7d22 0.661
|······································█······················| 80833a0c 0.661
|·█···············█··········█········██···········█···█·····█| 0b2911fb 0.829
|·········█·····██·····███·····█··█·········█··············█··| 03a08187 0.791
|········█······█···█······█········█··█················█·····| d6eece1e 0.933
|·····█···█·······█·········································██| d4ab230a 0.916
|·····█···█·······█·········································██| 4dd08c86 0.908
|·······██··█············█···█········██·█··········█·········| 9177041a 0.748
|···············█····█·········█·······█······················| f8970860 0.659
|·······█···············█····██·█·········█···█·······█·······| 80a2950c 0.749
|···············█····█·········█·······█······················| 433a44ea 0.663
|···············█····█·········█·······█······················| 564a86b9 0.668
|··························█·····█·█························█·| 8fac0e76 0.747
|·····█···█·······█·········································██| 9aa2ca08 0.905
|···············█······················█······················| 061e80e0 0.656
|····█·························█·······█······················| 75bd4010 0.654 *
|·····························································| 6cea733d 0.693
|·█···············█··········█········██···········█···█·····█| 8561eca2 0.818
|··························█·····█·█························█·| 3c9bf336 0.744
|·█···············█··········█········██···········█···█·····█| 74880be8 0.825
|···█···········█······█············█·············██·········█| 34cfa868 0.982
|·······█···············█····██·█·········█···█·······█·······| d6277e9c 0.755
|····█·························█·······█······················| 8a0bd0f1 0.658
|···············█····█·········█·······█······················| 3cd9a787 0.662
|·········█·····██·····███·····█··█·········█··············█··| 6a58edd1 0.787
|·········█·····██·····███·····█··█·········█··············█··| a3e7cbd6 0.792
|·······██··█············█···█········██·█··········█·········| 66dc28a3 0.743
|·······█···············█····██·█·········█···█·······█·······| a1c03a7d 0.734
|········█······█···█······█········█··█················█·····| 32358b02 0.905
|·····█···█·······█·········································██| d48bfbbb 0.879


|···············█······················█······················| cdb6d242 0.668
|·█···█··█········█···········································| 216305e9 0.697
|·█···█··█········█···········································| 9ad57aea 0.712
